Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Ccy,Reason for not funded status
Fund08,One Vote,DApps and Integrations,https://app.ideascale.com/t/UM5UZBwQ3,1.67,98,28253594,0,14812111,13441483,YES,58500,NOT FUNDED,2000,USD,Over Budget
Fund08,Online Makerspace,DApps and Integrations,https://app.ideascale.com/t/UM5UZBv32,3.58,85,23770172,0,16849369,6920803,YES,22500,NOT FUNDED,1000,USD,Over Budget
Fund08,Open API for Adatar.me,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBw3R,4.25,185,26304421,0,27386813,-1082392,NO,80000,NOT FUNDED,200,USD,Approval Threshold
Fund08,Open by default stock market,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBw8L,3.19,87,22787097,0,16112528,6674569,YES,100000,NOT FUNDED,5464,USD,Over Budget
Fund08,Open Certification and Traceability,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBvpX,4.43,270,50069857,0,16666335,33403522,YES,2000,FUNDED,7200,USD,
Fund08,Open Certification and Traceability,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBwcP,2.83,71,15300629,0,14263252,1037377,NO,3000,NOT FUNDED,1755,USD,Approval Threshold
Fund08,Open Data Lake Blueprint,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBw2p,3.33,162,33680876,0,23628748,10052128,YES,105000,NOT FUNDED,700,USD,Over Budget
Fund08,Open ISPO,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBwUS,4.56,243,49270381,0,4157073,45113308,YES,48700,FUNDED,350200,USD,
Fund08,Open ledger for agricultural land,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBvsr,4.56,542,79219491,0,10775343,68444148,YES,55000,FUNDED,332100,USD,
Fund08,Open Smart Contract Library,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBujW,4.02,245,57014227,0,14731958,42282269,YES,56000,NOT FUNDED,33050,USD,Over Budget
Fund08,Open Source Collaboration Platform,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBwWm,4.67,273,47960914,0,18677245,29283669,YES,57000,NOT FUNDED,8700,USD,Over Budget
Fund08,Open Source d-edTech For LatAm,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBvmh,3.25,122,22814141,0,22774654,39487,NO,30000,NOT FUNDED,200,USD,Approval Threshold
Fund08,Open Source Fungify,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBvW5,4.42,139,39878597,0,14987389,24891208,YES,75000,FUNDED,91215,USD,
Fund08,Open Source Play-To-Earn - Revelar,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBw2j,4.56,288,46546778,0,22523179,24023599,YES,85000,NOT FUNDED,8700,USD,Over Budget
Fund08,Open Source Translate 2 Earn Webapp,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBwM5,4.2,191,39558076,0,8587271,30970805,YES,26000,NOT FUNDED,8700,USD,Over Budget
Fund08,Open Standards & Design Patterns,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBvQJ,4.5,167,35079344,0,2755647,32323697,YES,20000,FUNDED,205215,USD,
Fund08,OpenScience Marketplace Scale-up,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvnJ,4.33,146,27393936,0,19752530,7641406,YES,80000,NOT FUNDED,1000,USD,Over Budget
Fund08,OpenSource Quadratic Voting Funding,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBuoe,4.81,608,83480956,0,12919036,70561920,YES,112000,FUNDED,291020,USD,
Fund08,Operation Clean you Frontage .,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBvxo,2.12,137,28363804,0,20575614,7788190,YES,21000,NOT FUNDED,7200,USD,Over Budget
Fund08,Operationalizing Human Security,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBwtX,3.83,118,24330629,0,25086331,-755702,NO,34000,NOT FUNDED,7200,USD,Approval Threshold
Fund08,Oracle Developer Portal,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvsB,4.83,801,141541231,0,13520119,128021112,YES,195000,FUNDED,2064650,USD,
Fund08,Orbis: Layer 2 ZK Rollup,Cardano scaling solutions,https://app.ideascale.com/t/UM5UZBuk5,3.73,1045,162936139,0,26399356,136536783,YES,1000000,NOT FUNDED,845000,USD,Over Budget
Fund08,Organised Linkedin of professionals,New Member Onboarding,https://app.ideascale.com/t/UM5UZBvNk,1.44,113,23425393,0,21906632,1518761,NO,100000,NOT FUNDED,11128,USD,Approval Threshold
Fund08,Organization membership mgmt,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBurX,3.22,137,34164240,0,17017117,17147123,YES,70000,NOT FUNDED,8700,USD,Over Budget
Fund08,Ouroboros-mini query specification,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBvuW,1.25,88,22475160,0,17435670,5039490,YES,10000,FUNDED,1755,USD,
Fund08,Oxford Student Hub,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBw8K,4.52,194,60014431,0,2283447,57730984,YES,4150,FUNDED,213515,USD,
Fund08,P.I.E for Community Dev. Sector,Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBvCo,4.33,105,29345383,0,13996045,15349338,YES,35636,NOT FUNDED,1780,USD,Over Budget
Fund08,P.I.E for Gamers-On-Chained,Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBvCp,4.44,115,30547921,0,14705107,15842814,YES,15659,NOT FUNDED,1780,USD,Over Budget
Fund08,P.I.E for Miscellaneous-Challenge,Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBvCq,4.22,100,27516449,0,15228579,12287870,YES,23556,NOT FUNDED,1780,USD,Over Budget
Fund08,P2P Fiat Exchange [cardway.finance],DApps and Integrations,https://app.ideascale.com/t/UM5UZBw1K,3.27,102,14720135,0,21602629,-6882494,NO,38152,NOT FUNDED,1000,USD,Approval Threshold
Fund08,P2P Smart Contract Interaction,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBv7h,4.5,554,92675759,0,14355117,78320642,YES,50000,FUNDED,108773,USD,
Fund08,PanDAO Focus on Treasury Management,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBvni,4.17,155,21052791,0,23399549,-2346758,NO,56000,NOT FUNDED,200,USD,Approval Threshold
Fund08,PanDAO: Focus on dDataStorage,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZBvne,4.78,371,107067198,0,5473250,101593948,YES,35200,FUNDED,232300,USD,
Fund08,PCDiscord - Social Media Automation,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBwpx,3.58,132,28681976,0,17213316,11468660,YES,14620,NOT FUNDED,700,USD,Over Budget
Fund08,PDF - Proud Dirt Farmers - a DAO,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBwC9,3.67,77,23365449,0,14101724,9263725,YES,52000,NOT FUNDED,332,USD,Over Budget
Fund08,PeakChain Carsharing Platform,DApps and Integrations,https://app.ideascale.com/t/UM5UZBuvh,4.92,387,66877747,0,25309837,41567910,YES,39300,NOT FUNDED,7400,USD,Over Budget
Fund08,PeakChain Fleet Management Platform,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBuva,4.67,201,45593667,0,20977127,24616540,YES,39300,NOT FUNDED,10464,USD,Over Budget
Fund08,PeopleCert DevOps Pilot on Cardano,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZButl,5,781,132934798,0,1985422,130949376,YES,46200,FUNDED,447375,USD,
Fund08,Perma-music rmNFT Marketplace,DApps and Integrations,https://app.ideascale.com/t/UM5UZBv0i,4.25,145,49519127,0,8988609,40530518,YES,41000,NOT FUNDED,7400,USD,Over Budget
Fund08,Permaculture & Blockchain: YouTube,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBvoC,3.72,97,17321361,0,14774725,2546636,NO,35000,NOT FUNDED,2700,USD,Approval Threshold
Fund08,Perun Channels for Cardano,Cardano scaling solutions,https://app.ideascale.com/t/UM5UZBvgq,4.17,626,106961962,0,28898827,78063135,YES,300000,FUNDED,519000,USD,
Fund08,Petri Nets: a model to define dApps,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBvcW,2.8,230,32527684,0,25456973,7070711,YES,80000,NOT FUNDED,4773,USD,Over Budget
Fund08,PHP SDK for Blockfrost.io,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBvug,5,949,207722907,0,4831816,202891091,YES,8000,FUNDED,1117000,USD,
Fund08,Phygital Market for Spiritual Art,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvx5,1.58,110,22557334,0,27306166,-4748832,NO,150000,NOT FUNDED,1000,USD,Approval Threshold
Fund08,Play To Earn Marketplace,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBvvW,2.07,103,22822889,0,18196869,4626020,YES,64500,NOT FUNDED,803,USD,Over Budget
Fund08,PlayCardano.com ADA Prediction Game,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBvYb,3,93,25251584,0,15252681,9998903,YES,55000,NOT FUNDED,803,USD,Over Budget
Fund08,PlayerMint Play-to-Earn Marketplace,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBvbk,4.68,419,87077867,0,5771989,81305878,YES,50000,FUNDED,347750,USD,
Fund08,Plutarch: typed eDSL in Haskell,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBvHk,5,1639,348111439,0,3140287,344971152,YES,75000,FUNDED,1125000,USD,
Fund08,PLUTUS FOR DEVS IN SPANISH,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBwTs,4.56,558,99018850,0,16236562,82782288,YES,2200,FUNDED,158773,USD,
Fund08,Plutus for Nigerian Universities,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBvIE,3.83,111,37026390,0,5682161,31344229,YES,22500,NOT FUNDED,11421,USD,Over Budget
Fund08,Plutus Pioneers Upgraded,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBwF7,4.13,308,57784417,0,14407088,43377329,YES,24000,NOT FUNDED,4773,USD,Over Budget
Fund08,Plutus Project-Based Learning,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBuz7,4.48,240,37098961,0,25374577,11724384,YES,74500,NOT FUNDED,700,USD,Over Budget
Fund08,Plutus-extra: Plutus helper library,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBuyV,4.4,357,135013217,0,2137219,132875998,YES,75000,FUNDED,849800,USD,
Fund08,Pool Topology and Block Propagation,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBwyp,4.41,395,142975848,0,11100229,131875619,YES,24000,FUNDED,461754,USD,
Fund08,Poplar Programming Language,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBvw4,3.73,206,41009038,0,12490075,28518963,YES,18000,NOT FUNDED,4773,USD,Over Budget
Fund08,Prevent Attacks on Cardano,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBwsI,3.29,82,25176801,0,14647088,10529713,YES,33000,NOT FUNDED,332,USD,Over Budget
Fund08,PRISM DIDs for CA Onboarding,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBvOk,4.71,374,120944294,0,3340554,117603740,YES,75000,FUNDED,347375,USD,
Fund08,PRISM DIDs for Catalyst CA Process,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBvOo,4.22,137,39181667,0,2685127,36496540,YES,21000,NOT FUNDED,6608,USD,Over Budget
Fund08,PRISM VC Schema/Cred Definition,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBvl9,4.39,132,45428828,0,4297217,41131611,YES,27685,FUNDED,322515,USD,
Fund08,Private Gated NFTs - Revelar,DApps and Integrations,https://app.ideascale.com/t/UM5UZBw2J,4.33,131,24002081,0,22984072,1018009,NO,105250,NOT FUNDED,1000,USD,Approval Threshold
Fund08,Procedural 3D assets generator,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBwo7,4.27,160,28040724,0,12800032,15240692,YES,8000,FUNDED,700,USD,
Fund08,Product Tracing on Cardano,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBuxF,4.13,125,51669730,0,3843562,47826168,YES,34620,FUNDED,85334,USD,
Fund08,Profila launches DeMar (Part 1),Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBu6Q,4.47,139,36945855,0,9717051,27228804,YES,95000,NOT FUNDED,10464,USD,Over Budget
Fund08,Project Catalyst Closing Made Easy,Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBwx1,4.54,169,42083834,0,12535903,29547931,YES,15000,NOT FUNDED,1780,USD,Over Budget
Fund08,Project Catalyst Onboarding Hub,New Member Onboarding,https://app.ideascale.com/t/UM5UZBvr1,2.57,74,14812716,0,12761926,2050790,NO,10000,NOT FUNDED,11128,USD,Approval Threshold
Fund08,Project Evaluation Website Ver 1.1,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBuyq,4.67,214,90550032,0,10759388,79790644,YES,19500,FUNDED,380900,USD,
Fund08,Project Management - Cardano Cube,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvSj,2.9,83,28413014,0,15899086,12513928,YES,9200,NOT FUNDED,332,USD,Over Budget
Fund08,Project Managment & Track Directory,Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBvRg,3.8,107,41524353,0,9714767,31809586,YES,21500,FUNDED,1780,USD,
Fund08,Project Monarch - GoingUP,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZBwSv,3.39,111,27232870,0,15183374,12049496,YES,125000,NOT FUNDED,1800,USD,Over Budget
Fund08,Project Support Stake pool in Japan,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBveq,3,171,115739018,0,8067700,107671318,YES,6000,FUNDED,373900,USD,
Fund08,Promote PRISM in Switzerland,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBvOq,4.81,278,95629710,0,1786068,93843642,YES,7000,FUNDED,383000,USD,
Fund08,Proof of Accomplishment on Catalyst,Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBvT3,3.27,141,24780913,0,18193773,6587140,YES,26000,NOT FUNDED,1780,USD,Over Budget
Fund08,Proof of Article (BIG ASK),Nation Building Dapps,https://app.ideascale.com/t/UM5UZBulc,2.71,165,27269824,0,30176222,-2906398,NO,200000,NOT FUNDED,7200,USD,Approval Threshold
Fund08,Proof of Article (SMALL ASK),Nation Building Dapps,https://app.ideascale.com/t/UM5UZBwpl,3.22,120,23280845,0,23630995,-350150,NO,40000,NOT FUNDED,7200,USD,Approval Threshold
Fund08,Proof of provenance whitepaper,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvwL,3.93,88,24478126,0,17944007,6534119,YES,31330,NOT FUNDED,5464,USD,Over Budget
Fund08,Property Registration for Housing,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBwz1,4.29,306,49170718,0,20197528,28973190,YES,98400,NOT FUNDED,7200,USD,Over Budget
Fund08,Proposal Framework Tool - AIM,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBuwg,4.53,231,48839555,0,12752292,36087263,YES,8500,FUNDED,12550,USD,
Fund08,Proposal Translation with Human QA,Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBwPx,3.89,125,27279030,0,16843076,10435954,YES,20862,NOT FUNDED,1780,USD,Over Budget
Fund08,Proposer-tool on chain - AIM,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvT5,4.73,247,70733265,0,8231075,62502190,YES,34000,FUNDED,1078340,USD,
Fund08,PropX :- Property Exchange,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBvu2,3.22,133,29644586,0,19596753,10047833,YES,199500,NOT FUNDED,7200,USD,Over Budget
Fund08,"Protecting wildlife & Maasai, Kenya","Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBvQk,4.08,109,27528810,0,20613118,6915692,YES,9750,NOT FUNDED,113,USD,Over Budget
Fund08,PubWeave: An academic ecosystem,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvxe,4.47,174,37477409,0,20135076,17342333,YES,128800,NOT FUNDED,2000,USD,Over Budget
Fund08,Purpose Entities AoA (Game~B!),Lobbying for favorable legislat,https://app.ideascale.com/t/UM5UZBvuy,3.67,80,25266082,0,11414859,13851223,NO,1056,NOT FUNDED,24720,USD,Approval Threshold
Fund08,PyCardano - Build dApps in Python,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBvA8,4.47,707,102644163,0,13660866,88983297,YES,104781,FUNDED,160973,USD,
Fund08,QA-DAO Oversight of Catalyst Circle,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvPv,4.78,253,59212621,0,6603087,52609534,YES,16143,FUNDED,233082,USD,
Fund08,R&D for mental health credentials,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvnB,4.47,107,31926544,0,10326623,21599921,YES,19936,NOT FUNDED,10464,USD,Over Budget
Fund08,Rarety.io : Multi-Sig NFT Launchpad,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvbR,4.33,123,28641046,0,11507022,17134024,YES,30000,NOT FUNDED,2000,USD,Over Budget
Fund08,Real Journalism = Cardano Insights,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBv8T,4.33,148,44073836,0,5529407,38544429,YES,8000,FUNDED,51382,USD,
Fund08,Real world smart contract use case,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvu5,4.56,165,32433485,0,14989592,17443893,YES,33280,NOT FUNDED,10464,USD,Over Budget
Fund08,Realworld business process use case,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvwJ,4.47,114,28835505,0,10635913,18199592,YES,37180,NOT FUNDED,10464,USD,Over Budget
Fund08,Recruitment Utilizing Atala PRISM,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZButa,4.42,193,86644565,0,4578834,82065731,YES,48500,FUNDED,131375,USD,
Fund08,Reference Inputs SDK ? MLabs+Orcfax,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBwLi,5,862,189848634,0,11855475,177993159,YES,112200,FUNDED,974800,USD,
Fund08,ReFi - Cross-chain Climate Action,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZBw7S,3.6,133,32176758,0,19876593,12300165,YES,80000,NOT FUNDED,130,USD,Over Budget
Fund08,REGULATION IN COLOMBIA,Lobbying for favorable legislat,https://app.ideascale.com/t/UM5UZBvBO,2.33,82,24409113,0,12764552,11644561,YES,18000,FUNDED,6720,USD,
Fund08,Regulation in Sri Lanka,Lobbying for favorable legislat,https://app.ideascale.com/t/UM5UZBvM4,3.33,85,23173008,0,14797647,8375361,YES,29000,NOT FUNDED,6720,USD,Over Budget
Fund08,Renovate Catalyst funding mechanism,Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBwgt,4.47,138,38194735,0,4033275,34161460,YES,28500,NOT FUNDED,23280,USD,Over Budget
Fund08,Rental Marketplace on Cardano,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBw47,4,124,26526608,0,17428744,9097864,YES,172750,NOT FUNDED,5464,USD,Over Budget
Fund08,Research Guild: Business Report,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvtA,4.75,195,48862764,0,9795146,39067618,YES,61329,NOT FUNDED,10464,USD,Over Budget
Fund08,Research Guild: Cross-Chain Report,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZBvsy,4.83,400,79256543,0,9442360,69814183,YES,34200,FUNDED,153800,USD,
Fund08,Research Guild: DApp Snapshot,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvsp,4.33,122,32346526,0,18336236,14010290,YES,34200,NOT FUNDED,2000,USD,Over Budget
Fund08,Research Guild: Ecosystem Report,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBvs6,4.56,160,28255969,0,15568893,12687076,YES,61329,NOT FUNDED,11755,USD,Over Budget
Fund08,Research Guild: Outlier Report,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvsg,4.33,108,26716247,0,17884276,8831971,YES,51609,NOT FUNDED,332,USD,Over Budget
Fund08,Research Guild: Scalability Report,Cardano scaling solutions,https://app.ideascale.com/t/UM5UZBvsu,4.33,561,68066609,0,32341850,35724759,YES,134538,FUNDED,384462,USD,
Fund08,Resources for Refugees: Ukraine,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBwRl,3.6,93,21259816,0,7113962,14145854,NO,15000,NOT FUNDED,6608,USD,Approval Threshold
Fund08,Restorative Workplace Environment,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvoA,4.83,202,34750904,0,18841595,15909309,YES,20000,NOT FUNDED,5532,USD,Over Budget
Fund08,Revelar Game Engine - Operations,DApps and Integrations,https://app.ideascale.com/t/UM5UZBw2D,4.2,133,25858886,0,28324931,-2466045,NO,120080,NOT FUNDED,1000,USD,Approval Threshold
Fund08,Reward creators for feed activity,DApps and Integrations,https://app.ideascale.com/t/UM5UZBumK,3.33,92,23766768,0,15170765,8596003,YES,18000,NOT FUNDED,2000,USD,Over Budget
Fund08,Road To Royals Card game,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBvr0,3.75,105,25901667,0,23532080,2369587,NO,22000,NOT FUNDED,803,USD,Approval Threshold
Fund08,Rondevoo,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvpH,2.83,75,22583344,0,15841993,6741351,YES,30000,NOT FUNDED,5464,USD,Over Budget
Fund08,RootsWallet - Presentation Exchange,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBukR,4.87,290,61335814,0,9601719,51734095,YES,20600,NOT FUNDED,19108,USD,Over Budget
Fund08,RootsWallet - Support for sidetree,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBvPz,4.87,263,66249796,0,617588,65632208,YES,7600,FUNDED,242607,USD,
Fund08,RootsWallet beta - Backup/Recovery,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBukc,4.78,270,65643292,0,2818657,62824635,YES,33000,FUNDED,155720,USD,Funded by leftovers
Fund08,RootsWallet beta - Social UX,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBukh,4.89,325,64705316,0,4334493,60370823,YES,33600,NOT FUNDED,27108,USD,Over Budget
Fund08,Rythmeet:P2P music network platform,DApps and Integrations,https://app.ideascale.com/t/UM5UZBv0f,3.5,88,34138957,0,6982942,27156015,YES,41000,NOT FUNDED,2000,USD,Over Budget
Fund08,SAF Simple Application Framework,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBvtj,4.13,159,39590970,0,15482470,24108500,YES,80000,NOT FUNDED,8700,USD,Over Budget
Fund08,SalmonNation Decentralized Alliance,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBwXA,4,113,37650487,0,3914624,33735863,YES,21300,NOT FUNDED,11421,USD,Over Budget
Fund08,Scale: Nationwide Innovation Hubs,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBvgg,3.56,86,23994629,0,12249140,11745489,NO,1500,NOT FUNDED,6141,USD,Approval Threshold
Fund08,"Scaling CNFTs, minus the ETH mess",The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZBvMp,4.76,631,84567475,0,16481466,68086009,YES,104500,FUNDED,13500,USD,
Fund08,School Boards as Verifiers of DIDs,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBv31,4.27,109,27153272,0,15285444,11867828,YES,12500,NOT FUNDED,6608,USD,Over Budget
Fund08,Science Hub in Argentina,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBvVX,4.64,236,66344410,0,2830595,63513815,YES,9620,FUNDED,252465,USD,
Fund08,Self-hosted pricefeed for wallets,DApps and Integrations,https://app.ideascale.com/t/UM5UZBw65,4.2,387,182671900,0,8667012,174004888,YES,45000,FUNDED,2455000,USD,
Fund08,Self-Sovereign Health Records,DApps and Integrations,https://app.ideascale.com/t/UM5UZBw3y,2.44,128,28459583,0,18485760,9973823,YES,888000,NOT FUNDED,2000,USD,Over Budget
Fund08,Service Marketplace,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBwnc,4.33,111,43875071,0,6016659,37858412,YES,7400,FUNDED,39932,USD,
Fund08,shac.ai - Shared Housing & Cardano,DApps and Integrations,https://app.ideascale.com/t/UM5UZBw5r,3.75,136,31928230,0,21697739,10230491,YES,188515,NOT FUNDED,2000,USD,Over Budget
Fund08,Shadowrealms play to earn card game,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBuvA,3.42,106,28209056,0,16356462,11852594,YES,65000,NOT FUNDED,803,USD,Over Budget
Fund08,"Shimmy - Safe, Purposeful Social",DApps and Integrations,https://app.ideascale.com/t/UM5UZBwqy,2.6,95,23152921,0,24723487,-1570566,NO,95000,NOT FUNDED,1000,USD,Approval Threshold
Fund08,Short educational series,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBu9X,2.81,75,16196054,0,15211987,984067,NO,10000,NOT FUNDED,2700,USD,Approval Threshold
Fund08,Sign-in with Cardano,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBvfu,4,138,60563871,0,2781356,57782515,YES,49500,FUNDED,398900,USD,
Fund08,Simplify SPO rollups in Vietnam,Cardano scaling solutions,https://app.ideascale.com/t/UM5UZBvcM,3.95,296,44773862,0,31936271,12837591,YES,34140,FUNDED,310322,USD,
Fund08,Skrypt Labs - Innovation & Adoption,"Grow India, Grow Cardano",https://app.ideascale.com/t/UM5UZBvbI,4.06,117,34068195,0,14766356,19301839,YES,30000,NOT FUNDED,8162,USD,Over Budget
Fund08,Small Farmers DAO,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBvrr,3.73,96,25698513,0,15157116,10541397,YES,33000,NOT FUNDED,6608,USD,Over Budget
Fund08,Smart Contract Library - Phase 1,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBwrb,4.17,186,40113762,0,4745574,35368188,YES,65900,NOT FUNDED,12550,USD,Over Budget
Fund08,Smart Contracts: Royalty Payments,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBw7F,3.39,86,23416074,0,15214411,8201663,YES,95000,NOT FUNDED,5464,USD,Over Budget
Fund08,smART Mint: DIY evolving NFTs,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvj7,4.67,254,61936671,0,14710917,47225754,YES,68800,FUNDED,399180,USD,
Fund08,Smartex,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBu81,2.13,76,22329640,0,18338489,3991151,YES,25000,NOT FUNDED,332,USD,Over Budget
Fund08,Soil Carbon Sequestration Audit,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBw0M,4,99,25656559,0,18832681,6823878,YES,30100,NOT FUNDED,5464,USD,Over Budget
Fund08,Solar powered Stakepool Sri Lanka,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvOa,3,137,23198333,0,23279402,-81069,NO,90000,NOT FUNDED,332,USD,Approval Threshold
Fund08,SPO Dashboard for Delegators,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvG3,4,115,39667533,0,7232143,32435390,YES,27900,NOT FUNDED,10464,USD,Over Budget
Fund08,SPO Delegators Communal CNFT,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBulp,4.8,282,54321139,0,15068740,39252399,YES,15000,NOT FUNDED,10160,USD,Over Budget
Fund08,SPO Incubator Rollout,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvuO,5,412,94001931,0,4734656,89267275,YES,24600,FUNDED,400400,USD,
