Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Ccy,URL,proposal_id,Funding category,challenge_id,Rating,No. Assessments
Fund09,Improved Staking & ADA derivatives,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1k1,4.19,174,21944826,0,18260830,3683996,YES,6400,NOT FUNDED,3171,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422660-48088,422660,"F9: Dapps, Products & Integrations",26595,4.19,7
Fund09,JUS - More DIDs = More DAOs,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZBzRy,4.19,304,39069420,0,14113284,24956136,YES,50000,NOT FUNDED,590,Over Budget,USD,https://cardano.ideascale.com/a/dtd/414117-48088,414117,F9: DAOs <3 Cardano,26594,4.19,7
Fund09,NFT Powered Pay-Wall System,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBz93,4.19,151,3897970,0,35422593,-31524623,NO,25000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/416745-48088,416745,"F9: Dapps, Products & Integrations",26595,4.19,7
Fund09,Solve asset fractionalization,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB0oj,4.19,430,236495746,0,23233490,213262256,YES,90000,FUNDED,810000,,USD,https://cardano.ideascale.com/a/dtd/419165-48088,419165,F9: Cross-Chain Collaboration,26598,4.19,7
Fund09,Students for Blockchain,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZBzYU,4.18,179,11618428,0,23820240,-12201812,NO,14400,NOT FUNDED,575,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/414515-48088,414515,F9: Cross-Chain Collaboration,26598,4.18,15
Fund09,East Asia Artistic Grant Proposal,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBz7q,4.17,157,15888462,0,32765767,-16877305,NO,33000,NOT FUNDED,1021,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/416610-48088,416610,"F9: Grow East Asia, Grow Cardano",26602,4.17,20
Fund09,"For Cardano, Accountants & Lawyersl",Legal & Financial Implementatio,https://app.ideascale.com/t/UM5UZB1K5,4.17,275,33084402,0,19720601,13363801,YES,79183,NOT FUNDED,8659,Over Budget,USD,https://cardano.ideascale.com/a/dtd/421139-48088,421139,F9: Legal & Financial Implementations,26596,4.17,12
Fund09,Small-Business Crypto Payments DApp,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1fl,4.17,156,18216351,0,20242507,-2026156,NO,50000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422339-48088,422339,"F9: Dapps, Products & Integrations",26595,4.17,8
Fund09,(plu-ts) full Typescript off-chain,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBzSP,4.17,338,66248360,0,21277585,44970775,YES,68160,NOT FUNDED,780,Over Budget,USD,https://cardano.ideascale.com/a/dtd/414144-48088,414144,F9: Developer Ecosystem,26597,4.17,6
Fund09,LoyaltyProgram Sustainable Projects,Catalyst Natives X Cardashift D,https://app.ideascale.com/t/UM5UZB1l0,4.17,204,25275273,0,19941413,5333860,YES,28000,NOT FUNDED,6257,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422720-48088,422720,F9: Catalyst Natives X Cardashift: Demonstrating and monetizing impact,26605,4.17,6
Fund09,Unsung NFT Marketplace with DeFi,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1se,4.17,143,3564327,0,91809896,-88245569,NO,40000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/423125-48088,423125,"F9: Dapps, Products & Integrations",26595,4.17,4
Fund09,Creatives Migrating Campaign,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZBza7,4.15,762,107576321,0,90420802,17155519,YES,73300,NOT FUNDED,5630,Over Budget,USD,https://cardano.ideascale.com/a/dtd/414614-48088,414614,F9: The Great Migration (from Ethereum),26593,4.15,16
Fund09,Establish Coin Media,Challenge & Scouted for Student,https://app.ideascale.com/t/UM5UZB06E,4.15,199,12142616,0,6022427,6120189,NO,4500,NOT FUNDED,28110,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420233-48088,420233,F9: Challenge & Scouted for Students🎓,26599,4.15,13
Fund09,AFRICA BLOCKCHAIN YOUTH AMBASSADORS,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB1F0,4.15,142,5975290,0,21750198,-15774908,NO,50000,NOT FUNDED,415,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420829-48088,420829,"F9: Grow Africa, Grow Cardano",26600,4.15,9
Fund09,CardanoPress: ISPO Dashboard,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Sq,4.15,272,41989445,0,7675193,34314252,YES,9600,FUNDED,1352523,,USD,https://cardano.ideascale.com/a/dtd/421612-48088,421612,"F9: Dapps, Products & Integrations",26595,4.15,9
Fund09,Japanese support for wallets,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB0Jb,4.15,230,62002372,0,28289833,33712539,YES,6200,NOT FUNDED,1021,Over Budget,USD,https://cardano.ideascale.com/a/dtd/417327-48088,417327,"F9: Grow East Asia, Grow Cardano",26602,4.15,9
Fund09,LAMO-DecentralizedEducationPlatform,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzjJ,4.15,175,14067860,0,38804136,-24736276,NO,145700,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/415114-48088,415114,"F9: Dapps, Products & Integrations",26595,4.15,9
Fund09,Reduce NFT scam risks at Cardano,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzgz,4.15,160,4625386,0,90119515,-85494129,NO,40300,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/414972-48088,414972,"F9: Dapps, Products & Integrations",26595,4.15,9
Fund09,ISIG-GOMA Cardano Hub,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB0D3,4.13,126,5606917,0,18028615,-12421698,NO,12000,NOT FUNDED,415,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/416989-48088,416989,"F9: Grow Africa, Grow Cardano",26600,4.14,7
Fund09,Virtual Assistant,Challenge & Scouted for Student,https://app.ideascale.com/t/UM5UZB00U,4.13,202,14142434,0,5210771,8931663,NO,4750,NOT FUNDED,28110,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/419883-48088,419883,F9: Challenge & Scouted for Students🎓,26599,4.13,21
Fund09,ALGAE RHYTHM to save the biospheres,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzeJ,4.13,198,30761715,0,109497377,-78735662,NO,212000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/414809-48088,414809,"F9: Dapps, Products & Integrations",26595,4.13,5
Fund09,Cardano Submit API in Golang,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzTt,4.13,176,94462195,0,20917263,73544932,YES,5000,FUNDED,3929328,,USD,https://cardano.ideascale.com/a/dtd/414234-48088,414234,"F9: Dapps, Products & Integrations",26595,4.13,5
Fund09,Decentralized Social Intelligence,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1dn,4.13,183,90647862,0,30574311,60073551,YES,200000,FUNDED,2202978,,USD,https://cardano.ideascale.com/a/dtd/422219-48088,422219,"F9: Dapps, Products & Integrations",26595,4.13,5
Fund09,Env. impact certification protocol,Catalyst Natives X Cardashift D,https://app.ideascale.com/t/UM5UZBz26,4.13,233,31594150,0,40294001,-8699851,NO,120000,NOT FUNDED,6257,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/416321-48088,416321,F9: Catalyst Natives X Cardashift: Demonstrating and monetizing impact,26605,4.13,5
Fund09,Rarety.io : No-Code NFT Launchpad,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBz91,4.13,150,8354409,0,90235119,-81880710,NO,25000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/416743-48088,416743,"F9: Dapps, Products & Integrations",26595,4.13,5
Fund09,TosiDrop Cross-chain Development,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB0wm,4.13,471,36107138,0,29835447,6271691,YES,160000,NOT FUNDED,575,Over Budget,USD,https://cardano.ideascale.com/a/dtd/419656-48088,419656,F9: Cross-Chain Collaboration,26598,4.13,5
Fund09,Catalyst for MBA Students.,Challenge & Scouted for Student,https://app.ideascale.com/t/UM5UZB1sD,4.12,217,30105457,0,3791837,26313620,NO,5000,NOT FUNDED,28110,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/423099-48088,423099,F9: Challenge & Scouted for Students🎓,26599,4.12,19
Fund09,Black & PhD: Writing retreat for PC,Challenge & Scouted for Student,https://app.ideascale.com/t/UM5UZB1bJ,4.12,196,24048792,0,6433849,17614943,NO,4970,NOT FUNDED,28110,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422068-48088,422068,F9: Challenge & Scouted for Students🎓,26599,4.12,11
Fund09,LawFinDAO :) - $LAWL,Legal & Financial Implementatio,https://app.ideascale.com/t/UM5UZBzPR,4.12,261,41717560,0,15041459,26676101,YES,51500,NOT FUNDED,8659,Over Budget,USD,https://cardano.ideascale.com/a/dtd/413963-48088,413963,F9: Legal & Financial Implementations,26596,4.12,11
Fund09,Decentralize Impact,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB1j0,4.12,124,17033582,0,19814645,-2781063,NO,25000,NOT FUNDED,415,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422598-48088,422598,"F9: Grow Africa, Grow Cardano",26600,4.12,8
Fund09,MultiSwap (X-Chain Swaps by Ferrum),Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZBzsE,4.12,236,32763334,0,114077441,-81314107,NO,200000,NOT FUNDED,575,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/415658-48088,415658,F9: Cross-Chain Collaboration,26598,4.12,8
Fund09,P2P NFT Trading and Offers Market,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1eg,4.12,145,4626783,0,87910932,-83284149,NO,25000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422273-48088,422273,"F9: Dapps, Products & Integrations",26595,4.12,8
Fund09,Cardano Guide - A one-stop guide,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB0pe,4.11,166,33979544,0,16004972,17974572,YES,20462,NOT FUNDED,1021,Over Budget,USD,https://cardano.ideascale.com/a/dtd/419221-48088,419221,"F9: Grow East Asia, Grow Cardano",26602,4.11,12
Fund09,Typhon Wallet Mobile App,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1jk,4.11,400,80952453,0,97176787,-16224334,NO,245000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422582-48088,422582,"F9: Dapps, Products & Integrations",26595,4.11,12
Fund09,Cardano for Self-Care,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1mP,4.11,146,3544730,0,21830583,-18285853,NO,24500,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422745-48088,422745,"F9: Dapps, Products & Integrations",26595,4.11,9
Fund09,Develop a Product and Services DAO,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB0uP,4.11,327,41658118,0,14059161,27598957,YES,24590,NOT FUNDED,590,Over Budget,USD,https://cardano.ideascale.com/a/dtd/419512-48088,419512,F9: DAOs <3 Cardano,26594,4.11,9
Fund09,MyUnbox,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1aD,4.11,144,4037371,0,92778386,-88741015,NO,108875,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422001-48088,422001,"F9: Dapps, Products & Integrations",26595,4.11,9
Fund09,Cardano for Impact Investors,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB0ii,4.11,183,7015143,0,27575083,-20559940,NO,51000,NOT FUNDED,575,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418798-48088,418798,F9: Cross-Chain Collaboration,26598,4.11,6
Fund09,Cardano in Sinhala,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB08e,4.11,211,16976706,0,44333357,-27356651,NO,11150,NOT FUNDED,1021,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420380-48088,420380,"F9: Grow East Asia, Grow Cardano",26602,4.11,6
Fund09,Decentralized Newsletter Service,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0bx,4.11,173,9127240,0,93294354,-84167114,NO,85000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418386-48088,418386,"F9: Dapps, Products & Integrations",26595,4.11,6
Fund09,Exhibit Blockchain BIT in RIO 22 BR,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1Oe,4.11,146,8657118,0,25378708,-16721590,NO,18955,NOT FUNDED,780,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421356-48088,421356,F9: Developer Ecosystem,26597,4.11,6
Fund09,Mentorship moving beyond borders,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB1X0,4.11,139,3878301,0,20511989,-16633688,NO,29000,NOT FUNDED,415,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421927-48088,421927,"F9: Grow Africa, Grow Cardano",26600,4.11,6
Fund09,Proof of Accomplishment on Catalyst,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1ie,4.11,236,5341868,0,100334015,-94992147,NO,120880,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422515-48088,422515,"F9: Dapps, Products & Integrations",26595,4.11,6
Fund09,Self-Hosted Full Node for End Users,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1FG,4.11,195,5448477,0,96140028,-90691551,NO,180000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420784-48088,420784,"F9: Dapps, Products & Integrations",26595,4.11,6
Fund09,Social Images: Stock Photos as CNFT,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzpP,4.11,139,5343762,0,89070144,-83726382,NO,36000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/415486-48088,415486,"F9: Dapps, Products & Integrations",26595,4.11,6
Fund09,Promoting Cardano in the highland,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB0dC,4.09,160,16631624,0,31944222,-15312598,NO,29950,NOT FUNDED,1021,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418462-48088,418462,"F9: Grow East Asia, Grow Cardano",26602,4.1,16
Fund09,Better Cardano Blockchain Insights,Catalyst Natives X Cardashift D,https://app.ideascale.com/t/UM5UZB0mH,4.09,260,48262223,0,25121346,23140877,YES,58000,NOT FUNDED,6257,Over Budget,USD,https://cardano.ideascale.com/a/dtd/419016-48088,419016,F9: Catalyst Natives X Cardashift: Demonstrating and monetizing impact,26605,4.1,10
Fund09,Create Value For Screenplay Writers,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBz6V,4.09,140,4116922,0,88577766,-84460844,NO,60000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/416529-48088,416529,"F9: Dapps, Products & Integrations",26595,4.1,10
Fund09,Cardano Start Guide,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB07f,4.09,146,76072307,0,17472405,58599902,YES,9600,FUNDED,2023378,,USD,https://cardano.ideascale.com/a/dtd/420320-48088,420320,"F9: Dapps, Products & Integrations",26595,4.1,7
Fund09,Conkis ~ Multiplayer strategy game,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzph,4.09,142,3612893,0,92119558,-88506665,NO,84000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/415503-48088,415503,"F9: Dapps, Products & Integrations",26595,4.1,7
Fund09,Cryptocurrency Exchange,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBzQu,4.09,159,28364846,0,19868829,8496017,YES,55000,NOT FUNDED,415,Over Budget,USD,https://cardano.ideascale.com/a/dtd/414052-48088,414052,"F9: Grow Africa, Grow Cardano",26600,4.1,7
Fund09,Fracada Addressing Audit,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1iO,4.09,471,273406310,0,22975704,250430606,YES,15000,FUNDED,7535000,,USD,https://cardano.ideascale.com/a/dtd/422500-48088,422500,"F9: Dapps, Products & Integrations",26595,4.1,7
Fund09,NFT Store Builder,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Ex,4.09,157,8447973,0,90598052,-82150079,NO,50000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420765-48088,420765,"F9: Dapps, Products & Integrations",26595,4.1,7
Fund09,NFTs go Mobile,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1jY,4.09,308,36223367,0,27872008,8351359,YES,80000,NOT FUNDED,7171,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422571-48088,422571,"F9: Dapps, Products & Integrations",26595,4.1,7
Fund09,On Chain NFT Notifications,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0zQ,4.09,138,3384974,0,88545661,-85160687,NO,35000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/419818-48088,419818,"F9: Dapps, Products & Integrations",26595,4.1,7
Fund09,Refer to earn system for SPOs,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0J0,4.09,155,4732434,0,91199028,-86466594,NO,98000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417352-48088,417352,"F9: Dapps, Products & Integrations",26595,4.1,7
Fund09,Tellus2 – Gamifying Sustainability,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzj1,4.09,162,6461778,0,95509150,-89047372,NO,160000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/415157-48088,415157,"F9: Dapps, Products & Integrations",26595,4.1,7
Fund09,Blockchain Knowledge Videos,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB1R8,4.09,154,20218396,0,30917112,-10698716,NO,14400,NOT FUNDED,1021,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421569-48088,421569,"F9: Grow East Asia, Grow Cardano",26602,4.09,18
Fund09,Attracting New Developers,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0G7,4.09,179,14132087,0,24993622,-10861535,NO,50000,NOT FUNDED,780,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417176-48088,417176,F9: Developer Ecosystem,26597,4.09,11
Fund09,CH2O Africa - ADA NFT Charity 🌎,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1ki,4.08,224,15184963,0,65079814,-49894851,NO,509395,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422641-48088,422641,"F9: Dapps, Products & Integrations",26595,4.08,8
Fund09,Datapods - Reclaim Your Data.,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0EG,4.08,145,5615189,0,90448420,-84833231,NO,98200,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417002-48088,417002,"F9: Dapps, Products & Integrations",26595,4.08,8
Fund09,DLT360: Securities Law & Tokens,Legal & Financial Implementatio,https://app.ideascale.com/t/UM5UZB1rE,4.08,255,42748786,0,9646656,33102130,YES,12500,NOT FUNDED,8659,Over Budget,USD,https://cardano.ideascale.com/a/dtd/423039-48088,423039,F9: Legal & Financial Implementations,26596,4.08,8
Fund09,Uncollateralized crypto loans,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1on,4.07,250,26412055,0,131503128,-105091073,NO,1470000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422890-48088,422890,"F9: Dapps, Products & Integrations",26595,4.07,10
Fund09,WIMS Cardano Girls Education,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB1BR,4.07,145,8306827,0,21305566,-12998739,NO,22553,NOT FUNDED,415,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420551-48088,420551,"F9: Grow Africa, Grow Cardano",26600,4.07,10
Fund09,Promoting Japanese Content Abroad,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB1mR,4.07,173,52202344,0,20176840,32025504,YES,10000,NOT FUNDED,1021,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422747-48088,422747,"F9: Grow East Asia, Grow Cardano",26602,4.07,9
Fund09,Carbonno Verifiable Carbon Platform,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0oB,4.07,176,4167932,0,101500626,-97332694,NO,80000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/419132-48088,419132,"F9: Dapps, Products & Integrations",26595,4.07,5
Fund09,Cardano Pilgrimage,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB1iw,4.07,154,4138541,0,26387394,-22248853,NO,48000,NOT FUNDED,575,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422533-48088,422533,F9: Cross-Chain Collaboration,26598,4.07,5
Fund09,DAO Infrastructure Framework (DIF),DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB1uF,4.07,368,47786616,0,100064055,-52277439,NO,400800,NOT FUNDED,590,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/423223-48088,423223,F9: DAOs <3 Cardano,26594,4.07,5
Fund09,DEX using Protocol Owned Liquidity!,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB1kH,4.07,358,48317466,0,36382310,11935156,YES,209000,NOT FUNDED,590,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422615-48088,422615,F9: DAOs <3 Cardano,26594,4.07,5
Fund09,Following & Social Discovery Tool,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1rU,4.07,149,4373618,0,90714725,-86341107,NO,72000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/423055-48088,423055,"F9: Dapps, Products & Integrations",26595,4.07,5
Fund09,Smart Contract Audit projectNEWM,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0Ne,4.07,296,180478541,0,7703034,172775507,YES,50000,FUNDED,5905800,,USD,https://cardano.ideascale.com/a/dtd/417574-48088,417574,"F9: Dapps, Products & Integrations",26595,4.07,5
Fund09,Valuation & Tax Reporting Tool,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1q4,4.07,167,14356231,0,21395128,-7038897,NO,62400,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/423029-48088,423029,"F9: Dapps, Products & Integrations",26595,4.07,5
Fund09,“Cardania” educative board game,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0iH,4.05,145,3450298,0,89032909,-85582611,NO,54220,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418772-48088,418772,"F9: Dapps, Products & Integrations",26595,4.06,6
Fund09,ADAO Open Source Development,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB0yP,4.05,436,146116371,0,11523938,134592433,YES,76000,FUNDED,464340,,USD,https://cardano.ideascale.com/a/dtd/419756-48088,419756,F9: DAOs <3 Cardano,26594,4.06,6
Fund09,Konma x SardaM DAO,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB1tn,4.05,308,35232290,0,17986894,17245396,YES,38000,NOT FUNDED,590,Over Budget,USD,https://cardano.ideascale.com/a/dtd/423195-48088,423195,F9: DAOs <3 Cardano,26594,4.06,6
Fund09,On-Chain Tilemaps for Game Worlds,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1gl,4.05,145,5144194,0,85445576,-80301382,NO,10500,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422400-48088,422400,"F9: Dapps, Products & Integrations",26595,4.06,6
Fund09,Social network for deep connections,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0YC,4.05,166,5537079,0,88820251,-83283172,NO,36500,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418218-48088,418218,"F9: Dapps, Products & Integrations",26595,4.06,6
Fund09,5-6 lang Short Explainer Animations,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBz4y,4.05,136,3523103,0,86730868,-83207765,NO,19000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/416435-48088,416435,"F9: Dapps, Products & Integrations",26595,4.05,7
Fund09,Cardano Bridges in Japanese,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB0Id,4.05,195,67435278,0,18531874,48903404,YES,5800,FUNDED,23521,,USD,https://cardano.ideascale.com/a/dtd/417268-48088,417268,"F9: Grow East Asia, Grow Cardano",26602,4.05,7
Fund09,Cardano NFT Gaming - Lovelace Saga!,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBz8X,4.05,237,64215034,0,44285116,19929918,YES,250000,FUNDED,312623,,USD,https://cardano.ideascale.com/a/dtd/416653-48088,416653,"F9: Dapps, Products & Integrations",26595,4.05,7
Fund09,Courses & Education Crypto MKTPLACE,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0EW,4.05,155,72988567,0,18575009,54413558,YES,39100,FUNDED,1977278,,USD,https://cardano.ideascale.com/a/dtd/417018-48088,417018,"F9: Dapps, Products & Integrations",26595,4.05,7
Fund09,Fluent: Bridging TradFi+DeFi,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1eJ,4.05,177,14722358,0,103214193,-88491835,NO,250000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422251-48088,422251,"F9: Dapps, Products & Integrations",26595,4.05,7
Fund09,Kogmios Open Source Doc/Dev/Support,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0Na,4.05,281,86343306,0,18460328,67882978,YES,30000,FUNDED,49360,,USD,https://cardano.ideascale.com/a/dtd/417570-48088,417570,F9: Developer Ecosystem,26597,4.05,7
Fund09,Rare Bloom Cardano Community Event,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1fP,4.05,344,118673707,0,41498380,77175327,YES,250000,FUNDED,3934328,,USD,https://cardano.ideascale.com/a/dtd/422318-48088,422318,"F9: Dapps, Products & Integrations",26595,4.05,7
Fund09,Thesis on Catalyst Decentralized VC,Challenge & Scouted for Student,https://app.ideascale.com/t/UM5UZB0Wb,4.05,186,25743168,0,4847444,20895724,NO,3000,NOT FUNDED,28110,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418120-48088,418120,F9: Challenge & Scouted for Students🎓,26599,4.05,7
Fund09,Anti-Phishing Chrome Extension,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0wq,4.04,150,4440555,0,20358324,-15917769,NO,50000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/419660-48088,419660,"F9: Dapps, Products & Integrations",26595,4.04,9
Fund09,The Story Bank,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB0k6,4.04,128,17221778,0,6440801,10780977,NO,23090,NOT FUNDED,4865,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418944-48088,418944,"F9: Grow Africa, Grow Cardano",26600,4.04,9
