Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Ccy,URL,proposal_id,Funding category,challenge_id,Rating,No. Assessments
Fund09,WalletConnect for Cardano,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0oi,4.04,659,322710434,0,26528494,296181940,YES,200000,FUNDED,7550000,,USD,https://cardano.ideascale.com/a/dtd/419164-48088,419164,"F9: Dapps, Products & Integrations",26595,4.04,9
Fund09,Multilingual dRep Resources,dRep improvement and onboarding,https://app.ideascale.com/t/UM5UZBzUb,4.04,187,28497490,0,21462750,7034740,YES,20000,NOT FUNDED,5690,Over Budget,USD,https://cardano.ideascale.com/a/dtd/414277-48088,414277,F9: dRep improvement and onboarding,26601,4.04,8
Fund09,Professional Cardano NFT Content,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1YF,4.03,149,6609022,0,88687835,-82078813,NO,35000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421942-48088,421942,"F9: Dapps, Products & Integrations",26595,4.03,10
Fund09,Accelerator batch #3,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZB0ol,4.01,1233,422360859,0,21420339,400940520,YES,120000,FUNDED,360800,,USD,https://cardano.ideascale.com/a/dtd/419167-48088,419167,F9: The Great Migration (from Ethereum),26593,4.02,19
Fund09,Startup Launchpad & Crowdfunding,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzO6,4.01,144,5736293,0,88999299,-83263006,NO,55000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/413942-48088,413942,"F9: Dapps, Products & Integrations",26595,4.02,15
Fund09,Bringing Cardano to Cambridge,Challenge & Scouted for Student,https://app.ideascale.com/t/UM5UZBzQS,4,255,37845152,0,3337653,34507499,YES,4900,FUNDED,38110,,USD,https://cardano.ideascale.com/a/dtd/414025-48088,414025,F9: Challenge & Scouted for Students🎓,26599,4,19
Fund09,Youth Block Resource Development,Challenge & Scouted for Student,https://app.ideascale.com/t/UM5UZB1Qf,4,217,13480598,0,5225571,8255027,NO,5000,NOT FUNDED,28110,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421479-48088,421479,F9: Challenge & Scouted for Students🎓,26599,4,19
Fund09,Cardano Lawyer (EU-region),Legal & Financial Implementatio,https://app.ideascale.com/t/UM5UZBz6F,4,335,44400304,0,12120586,32279718,YES,22700,NOT FUNDED,8659,Over Budget,USD,https://cardano.ideascale.com/a/dtd/416513-48088,416513,F9: Legal & Financial Implementations,26596,4,17
Fund09,Catalyst for Student in Vietnam,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB0if,4,152,18848589,0,30542954,-11694365,NO,5979,NOT FUNDED,1021,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418795-48088,418795,"F9: Grow East Asia, Grow Cardano",26602,4,14
Fund09,Blockchain for Contracts: Indonesia,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB0vG,4,172,23825270,0,32761138,-8935868,NO,50100,NOT FUNDED,1021,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/419564-48088,419564,"F9: Grow East Asia, Grow Cardano",26602,4,12
Fund09,Amplify Japanese Cardano Content,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB1tA,4,173,41418973,0,28779097,12639876,YES,10000,NOT FUNDED,1021,Over Budget,USD,https://cardano.ideascale.com/a/dtd/423157-48088,423157,"F9: Grow East Asia, Grow Cardano",26602,4,10
Fund09,Dragon Warriors: Metaverse TCG,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzf6,4,149,3274080,0,92659315,-89385235,NO,51000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/414918-48088,414918,"F9: Dapps, Products & Integrations",26595,4,9
Fund09,North Africa Cardano Community Hub,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB0ad,4,135,8829121,0,17575993,-8746872,NO,3950,NOT FUNDED,415,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418305-48088,418305,"F9: Grow Africa, Grow Cardano",26600,4,9
Fund09,StablePay - replace StableCoins,Legal & Financial Implementatio,https://app.ideascale.com/t/UM5UZBzSK,4,276,35067381,0,15309738,19757643,YES,57700,NOT FUNDED,8659,Over Budget,USD,https://cardano.ideascale.com/a/dtd/414139-48088,414139,F9: Legal & Financial Implementations,26596,4,9
Fund09,Tokenization: Creator Economy,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1q5,4,154,4885548,0,92285340,-87399792,NO,124500,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/423030-48088,423030,"F9: Dapps, Products & Integrations",26595,4,9
Fund09,Voteaire Decentralized IDs,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1dm,4,228,57519007,0,89332600,-31813593,NO,78880,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422218-48088,422218,"F9: Dapps, Products & Integrations",26595,4,9
Fund09,Munchy Go Delivery Food dApp DAO,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZBz6m,4.41,386,61134002,0,16106919,45027083,YES,22400,NOT FUNDED,590,Over Budget,USD,https://cardano.ideascale.com/a/dtd/416549-48088,416545,"F9: Dapps, Products & Integrations",26595,4,8
Fund09,Messaging Any Address,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1rm,4,159,8617945,0,22085238,-13467293,NO,96000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/423072-48088,423072,"F9: Dapps, Products & Integrations",26595,4,8
Fund09,Event CryptoHouse of Commons Brazil,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Nd,4,140,5364665,0,18959064,-13594399,NO,24905,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421294-48088,421294,"F9: Dapps, Products & Integrations",26595,4,7
Fund09,Littercoin: Mass Adoption,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0VO,4,227,19911052,0,38844451,-18933399,NO,420069,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418047-48088,418047,"F9: Dapps, Products & Integrations",26595,4,7
Fund09,C4S-Educating Seniors as DReps,dRep improvement and onboarding,https://app.ideascale.com/t/UM5UZB0qO,4,200,26485988,0,21306486,5179502,YES,7250,NOT FUNDED,5690,Over Budget,USD,https://cardano.ideascale.com/a/dtd/419267-48088,419267,F9: dRep improvement and onboarding,26601,4,6
Fund09,Ada NFT Marketplace for the unsung,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB1rk,4,126,7258073,0,22537776,-15279703,NO,30000,NOT FUNDED,415,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/423070-48088,423070,"F9: Grow Africa, Grow Cardano",26600,4,5
Fund09,Africa Short Films with Cardano,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB02w,4,145,27453023,0,19504371,7948652,YES,15960,NOT FUNDED,415,Over Budget,USD,https://cardano.ideascale.com/a/dtd/420032-48088,420032,"F9: Grow Africa, Grow Cardano",26600,4,5
Fund09,Driving Adoption via Travel D'Apps,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB00k,4,139,78948337,0,20276915,58671422,YES,70000,FUNDED,2032978,,USD,https://cardano.ideascale.com/a/dtd/419898-48088,419898,"F9: Dapps, Products & Integrations",26595,4,5
Fund09,EcoCashew.com & partnerships,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB0ag,4,133,8102053,0,21173728,-13071675,NO,70000,NOT FUNDED,415,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418308-48088,418308,"F9: Grow Africa, Grow Cardano",26600,4,5
Fund09,Impact Staking: STaaS for Good,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzR8,4,152,4475498,0,86479157,-82003659,NO,39250,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/414127-48088,414127,"F9: Dapps, Products & Integrations",26595,4,5
Fund09,NFT Fractionalization System,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB04a,4,309,40525472,0,13183916,27341556,YES,30000,NOT FUNDED,590,Over Budget,USD,https://cardano.ideascale.com/a/dtd/420132-48088,420132,F9: DAOs <3 Cardano,26594,4,5
Fund09,NFT powered Turnkey DAOs,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB1ja,4,429,55747093,0,21724192,34022901,YES,80000,NOT FUNDED,590,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422572-48088,422572,F9: DAOs <3 Cardano,26594,4,5
Fund09,Track Wallets: Notify Mint/Buy NFTs,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB01K,4,156,3505856,0,25611032,-22105176,NO,47500,NOT FUNDED,780,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/419934-48088,419934,F9: Developer Ecosystem,26597,4,5
Fund09,Build-an-NFT Functionality!,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzUk,4,136,3363384,0,20194691,-16831307,NO,15000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/414286-48088,414286,"F9: Dapps, Products & Integrations",26595,4,4
Fund09,Outreach/Education Paraguay,Challenge & Scouted for Student,https://app.ideascale.com/t/UM5UZB1fh,3.97,196,16341990,0,4342164,11999826,NO,5000,NOT FUNDED,28110,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422335-48088,422335,F9: Challenge & Scouted for Students🎓,26599,3.97,20
Fund09,Cardano for Latinamerican Students,Challenge & Scouted for Student,https://app.ideascale.com/t/UM5UZB1lj,3.97,232,20053759,0,4838968,15214791,NO,5000,NOT FUNDED,28110,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422703-48088,422703,F9: Challenge & Scouted for Students🎓,26599,3.97,11
Fund09,Keyword Coin Price Widget for Sites,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0EB,3.97,138,3929980,0,88125489,-84195509,NO,47800,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/416997-48088,416997,"F9: Dapps, Products & Integrations",26595,3.97,10
Fund09,cip25 (NFT) Rust & WASM library,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0oe,3.96,529,295570587,0,20053667,275516920,YES,7000,FUNDED,851000,,USD,https://cardano.ideascale.com/a/dtd/419160-48088,419160,F9: Developer Ecosystem,26597,3.96,9
Fund09,Legal Compliance Support (EN/ES),Legal & Financial Implementatio,https://app.ideascale.com/t/UM5UZBzr0,3.96,207,29835022,0,11279211,18555811,YES,24000,NOT FUNDED,8659,Over Budget,USD,https://cardano.ideascale.com/a/dtd/415644-48088,415644,F9: Legal & Financial Implementations,26596,3.96,9
Fund09,Evolve Eternl,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0jP,3.96,764,187315385,0,5805218,181510167,YES,90000,FUNDED,6355800,,USD,https://cardano.ideascale.com/a/dtd/418841-48088,418841,"F9: Dapps, Products & Integrations",26595,3.96,8
Fund09,KodeKlash Hackathon,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBzPV,3.96,172,3644382,0,23288834,-19644452,NO,80000,NOT FUNDED,780,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/413967-48088,413967,F9: Developer Ecosystem,26597,3.96,8
Fund09,LATAM Legal and Regulatory MindMap,Legal & Financial Implementatio,https://app.ideascale.com/t/UM5UZB08o,3.96,234,21746038,0,13097142,8648896,NO,15000,NOT FUNDED,8659,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420390-48088,420390,F9: Legal & Financial Implementations,26596,3.96,8
Fund09,LitterWeek Competition for schools,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB05S,3.96,178,14224641,0,92221139,-77996498,NO,160000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420186-48088,420186,"F9: Dapps, Products & Integrations",26595,3.96,8
Fund09,Cardano Student Learning Platform,Challenge & Scouted for Student,https://app.ideascale.com/t/UM5UZB1Nf,3.95,223,41901272,0,3230891,38670381,YES,1800,FUNDED,47170,,USD,https://cardano.ideascale.com/a/dtd/421296-48088,421296,F9: Challenge & Scouted for Students🎓,26599,3.95,19
Fund09,YouTube educational video in Bahasa,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB0KE,3.95,163,34335050,0,31525793,2809257,NO,9810,NOT FUNDED,1021,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/417366-48088,417366,"F9: Grow East Asia, Grow Cardano",26602,3.95,13
Fund09,ADA Web3 Wallet Integration Package,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBzuF,3.95,196,14408605,0,18939142,-4530537,NO,7500,NOT FUNDED,780,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/415781-48088,415781,F9: Developer Ecosystem,26597,3.95,7
Fund09,Gig workers DAO,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB1sh,3.95,295,38211276,0,16741587,21469689,YES,12500,NOT FUNDED,590,Over Budget,USD,https://cardano.ideascale.com/a/dtd/423128-48088,423128,F9: DAOs <3 Cardano,26594,3.95,7
Fund09,Helps you keep ADA longer,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0hg,3.95,150,4698836,0,18149830,-13450994,NO,10500,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418735-48088,418735,"F9: Dapps, Products & Integrations",26595,3.95,7
Fund09,KonmaDAO - A DAO of DAOs,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZBzPK,3.95,360,35919270,0,20135532,15783738,YES,100000,NOT FUNDED,590,Over Budget,USD,https://cardano.ideascale.com/a/dtd/413956-48088,413956,F9: DAOs <3 Cardano,26594,3.95,7
Fund09,NFT for DRC Fauna and Flora,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0V1,3.95,141,3550322,0,20126941,-16576619,NO,52000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/418085-48088,418085,"F9: Dapps, Products & Integrations",26595,3.95,7
Fund09,ADATOMS Science & DeFi FREE Ed.,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0Qr,3.94,144,73458241,0,18469620,54988621,YES,7000,FUNDED,2016378,,USD,https://cardano.ideascale.com/a/dtd/417770-48088,417770,"F9: Dapps, Products & Integrations",26595,3.94,6
Fund09,CNGO - DAOs & NGOs working together,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB1gI,3.94,324,41443779,0,16503907,24939872,YES,30000,NOT FUNDED,590,Over Budget,USD,https://cardano.ideascale.com/a/dtd/422372-48088,422372,F9: DAOs <3 Cardano,26594,3.94,6
Fund09,Market making bots on Cardano,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1qK,3.94,320,45361265,0,84622532,-39261267,NO,44250,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422984-48088,422984,"F9: Dapps, Products & Integrations",26595,3.94,6
Fund09,Token Maker + GoFunNFT,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzss,3.94,162,8841556,0,25422912,-16581356,NO,97800,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/415697-48088,415697,"F9: Dapps, Products & Integrations",26595,3.94,6
Fund09,TosiDrop DAO Governance Platform,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB09t,3.94,582,67902302,0,82310511,-14408209,NO,70000,NOT FUNDED,590,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/420456-48088,420456,F9: DAOs <3 Cardano,26594,3.94,6
Fund09,Eth Rehab - Recovery with Cardano!,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZBzWL,3.93,687,86643188,0,29646933,56996255,YES,14000,NOT FUNDED,5630,Over Budget,USD,https://cardano.ideascale.com/a/dtd/414384-48088,414384,F9: The Great Migration (from Ethereum),26593,3.93,18
Fund09,Cardano Tunisia,Challenge & Scouted for Student,https://app.ideascale.com/t/UM5UZBzUa,3.93,194,35277057,0,8703482,26573575,YES,5000,FUNDED,28110,,USD,https://cardano.ideascale.com/a/dtd/414276-48088,414276,F9: Challenge & Scouted for Students🎓,26599,3.93,10
Fund09,Climathon: Blockchain4Climate,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB1XM,3.93,213,6543386,0,32909606,-26366220,NO,13500,NOT FUNDED,575,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421888-48088,421888,F9: Cross-Chain Collaboration,26598,3.93,5
Fund09,Online tools for generative artists,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBz8I,3.93,157,5392156,0,89820268,-84428112,NO,96050,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/416638-48088,416638,"F9: Dapps, Products & Integrations",26595,3.93,5
Fund09,African Ambassador for CNFTs,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB1jS,3.92,208,16507154,0,23925713,-7418559,NO,40000,NOT FUNDED,415,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422565-48088,422565,"F9: Grow Africa, Grow Cardano",26600,3.92,8
Fund09,Caricatures for Migration,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZB1HL,3.92,630,78167180,0,23269086,54898094,YES,10500,NOT FUNDED,5630,Over Budget,USD,https://cardano.ideascale.com/a/dtd/420911-48088,420911,F9: The Great Migration (from Ethereum),26593,3.92,8
Fund09,Cross-Chain NFT Music Player,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB1Ox,3.92,190,8822614,0,24493318,-15670704,NO,50000,NOT FUNDED,575,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/421375-48088,421375,F9: Cross-Chain Collaboration,26598,3.92,8
Fund09,Dev-focused Learn-and-Earn Quests,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0m6,3.92,155,6431038,0,23269077,-16838039,NO,110000,NOT FUNDED,780,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/419066-48088,419066,F9: Developer Ecosystem,26597,3.92,8
Fund09,Scrutiny System in blockchain,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZB1bQ,3.92,160,7858192,0,28304357,-20446165,NO,101682,NOT FUNDED,575,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422075-48088,422075,F9: Cross-Chain Collaboration,26598,3.92,8
Fund09,Fluxus: NFT & Gaming Alliance,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzjU,3.92,134,4035982,0,20401459,-16365477,NO,30000,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/415125-48088,415125,"F9: Dapps, Products & Integrations",26595,3.92,4
Fund09,DAO for multi-asset NFT,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB1HK,3.9,320,41194813,0,22231075,18963738,YES,60000,NOT FUNDED,590,Over Budget,USD,https://cardano.ideascale.com/a/dtd/420910-48088,420910,F9: DAOs <3 Cardano,26594,3.9,10
Fund09,Immunify.life HIV clinical Study,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB1hH,3.9,129,8322911,0,21067050,-12744139,NO,36000,NOT FUNDED,415,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422432-48088,422432,"F9: Grow Africa, Grow Cardano",26600,3.9,10
Fund09,Certification and traceability fund,Catalyst Natives X Cardashift D,https://app.ideascale.com/t/UM5UZB1aC,3.9,196,18010815,0,20542158,-2531343,NO,3000,NOT FUNDED,6257,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422000-48088,422000,F9: Catalyst Natives X Cardashift: Demonstrating and monetizing impact,26605,3.9,7
Fund09,Immigration Documents on Chain Pt.2,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB1hb,3.9,153,8181223,0,20294687,-12113464,NO,3900,NOT FUNDED,780,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422451-48088,422451,F9: Developer Ecosystem,26597,3.9,7
Fund09,NFTMarket for Disabled-Dextroverse,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1i8,3.9,174,3259024,0,96814674,-93555650,NO,82500,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/422545-48088,422545,"F9: Dapps, Products & Integrations",26595,3.9,7
Fund09,Pay&Rate Reputation System,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBziz,3.9,130,4471180,0,17621305,-13150125,NO,22800,NOT FUNDED,3171,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/415094-48088,415094,"F9: Dapps, Products & Integrations",26595,3.9,7
Fund09,SToR Token - Web 3.0/smart contract,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB01P,3.9,144,4839867,0,21058013,-16218146,NO,25000,NOT FUNDED,780,Approval Threshold,USD,https://cardano.ideascale.com/a/dtd/419939-48088,419939,F9: Developer Ecosystem,26597,3.9,7
